label,text,length,clean_text
0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,120,missed havent much bit bored holiday want go bak college sad isnt xx
0,"Hiya, probably coming home * weekend after next",47,hiya probably coming home weekend next
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,110,forget though love walk beside watching keeping heart warm
0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,205,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
0,Ok both our days. So what are you making for dinner tonite? Am I invited?,73,ok days making dinner tonite invited
1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,160,gr new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny cancel send stop
0,I have no money 4 steve mate! !,31,money steve mate
0,IM LATE TELLMISS IM ON MY WAY,29,im late tellmiss im way
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,never blame day ur life good days give happiness bad days give experience essential life gods blessings good morning
0,Normally i use to drink more water daily:),42,normally use drink water daily
0,Dare i ask... Any luck with sorting out the car?,48,dare ask luck sorting car
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",137,party place usf charge contribute way greatly appreciated yeah got room one
0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",105,urgh coach hot smells chip fat thanks especially duvet predictive text word
0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,155,hiya last night naughty bought clothes little ready shopping tho kind time wan na meet
1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,143,freemsg hi baby wow got new cam moby wan na hot pic fancy chat im utxt rply chat hlp msg rcv
0,I've been trying to reach him without success,45,trying reach without success
0,when you and derek done with class?,35,derek done class
0,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,77,never lei lazy got wat dat day send da url cant work one
0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,159,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
0,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,124,hey mate spoke mag people deliver end month deliver th sept talk later
0,Hope you are having a good week. Just checking in,49,hope good week checking
0,"Haha, my friend tyler literally just asked if you could get him a dubsack",73,haha friend tyler literally asked could get dubsack
0,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,161,hey fancy meetin cha hav lil beverage txt ring meet quite tired got pist love pete
0,Great. Have a safe trip. Dont panic surrender all.,50,great safe trip dont panic surrender
0,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",137,symptoms love like listening songs get stopped see name beloved get angry
0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,120,sun ah thk mayb dun anythin thk book lesson pilates orchard mrt noe hor
0,Try to do something dear. You read something for exams,54,try something dear read something exams
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",151,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
0,Gettin rdy to ship comp,23,gettin rdy ship comp
0,I am in hospital da. . I will return home in evening,52,hospital da return home evening
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),90,piss talking someone realise point read backwards
0,Think + da. You wil do.,23,think da wil
0,I'm awake oh. What's up.,24,awake oh
0,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,156,good afternoon boytoy goes walking day get police abstract still wake miss babe
0,How much u trying to get?,25,much trying get
0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",73,come around lt decimal gt pm vikky otside nw il come tht time
0,Tell me again what your address is,34,tell address
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",158,honeybee said sweetest world god laughed amp said wait havnt met person reading msg moral even god crack jokes gm gn ge gn
0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,208,buy blackberry bold torch buy new used let know plus saying buy lt gt wifi ipad saying lt gt
0,But you were together so you should be thinkin about him,56,together thinkin
0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,112,hiya hows going sunny africa hope avin good time give big old silver back big kiss
0,At WHAT TIME should i come tomorrow,35,time come tomorrow
1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,156,wan na laugh try chit chat mobile logon txting word chat send cm po box london zf msg rcvd
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",119,cha quiteamuzing scool babe probpop cu satthen hunny brekkie love jen xxx psxtra lrg portions please
0,Omg how did u know what I ate?,30,omg know ate
1,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142,urgent nd attempt contact call csbcm wc xx callcost ppmmobilesvary max
0,:( but your not here....,24,
0,Not directly behind... Abt 4 rows behind ü...,45,directly behind abt rows behind
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,115,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",159,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",152,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm
0,No plans yet. What are you doing ?,34,plans yet
0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,142,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
0,Not course. Only maths one day one chapter with in one month we can finish.,75,course maths one day one chapter one month finish
0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),95,wow think common take back ur freak unless chop
1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",126,ur chance win wkly shopping spree txt shop www txt shop com custcare wk
0,Noooooooo please. Last thing I need is stress. For once in your life be fair.,77,noooooooo please last thing need stress life fair
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,158,secret admirer looking make contact find reveal thinks ur special call stopsms ppm
1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",158,mila age blonde new uk look sex uk guys like fun text mtalk pp txt st free increments help
0,"I'll see if I can swing by in a bit, got some things to take care of here firsg",79,see swing bit got things take care firsg
0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),229,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
0,Have you not finished work yet or something?,44,finished work yet something
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,tomorrow going theatre come wherever call tell come tomorrow
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,155,well done england get official poly ringtone colour flag yer mobile text tone flag opt txt eng stop box wx
0,Right it wasnt you who phoned it was someone with a number like yours!,70,right wasnt phoned someone number like
0,It's ok i wun b angry. Msg u aft i come home tonight.,53,ok wun angry msg aft come home tonight
0,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,106,good time nice something bit different weekends change see ya soon
0,Yo sorry was in the shower sup,30,yo sorry shower sup
0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",86,carlos pick swing usf little bit
0,Full heat pa:-) i have applyed oil pa.,38,full heat pa applyed oil pa
0,I'm stuck in da middle of da row on da right hand side of da lt... ,67,stuck da middle da row da right hand side da lt
0,Have you laid your airtel line to rest?,39,laid airtel line rest
0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,97,hi decide wot get bday ill prob jus get voucher frm virgin sumfing
1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,144,freemsg txt call claim reward hours talk time use phone subscribe gbp mnth inc hrs stop txtstop
0,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",153,hey feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,And I don't plan on staying the night but I prolly won't be back til late,73,plan staying night prolly back til late
0,THANX 4 PUTTIN DA FONE DOWN ON ME!!,35,thanx puttin da fone
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",72,need th campus atm could pick hour two
0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",134,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,running managed minutes needed oxygen might resort roller option
0,We live in the next  &lt;#&gt; mins,35,live next lt gt mins
0,Y de asking like this.,22,de asking like
0,Just glad to be talking to you.,31,glad talking
0,Wat time ü finish?,18,wat time finish
0,Sorry da. I gone mad so many pending works what to do.,54,sorry da gone mad many pending works
0,How much you got for cleaning,29,much got cleaning
0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,hows favourite person today workin hard sleep last nite nearly rang
1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,108,sunshine quiz win super sony dvd recorder canname capital australia text mquiz
0,Ü called dad oredi...,21,called dad oredi
0,Good. do you think you could send me some pix? I would love to see your top and bottom...,89,good think could send pix would love see top bottom
0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,75,nvm going wear sport shoes anyway going late leh
0,"Sorry, I'll call later In meeting.",34,sorry call later meeting
0,THIS IS A LONG FUCKIN SHOWR,27,long fuckin showr
0,"Received, understood n acted upon!",34,received understood acted upon
0,They finally came to fix the ceiling.,37,finally came fix ceiling
0,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",170,need presnts always bcz cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha love got dont mis
0,Jus finish blowing my hair. U finish dinner already?,52,jus finish blowing hair finish dinner already
0,I'm on the bus. Love you,24,bus love
0,Lol ... I knew that .... I saw him in the dollar store,54,lol knew saw dollar store
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,137,please call customer service representative pm guaranteed cash prize
1,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,165,todays voda numbers ending selected receive reward match please call quoting claim code standard rates apply
0,Only saturday and sunday holiday so its very difficult:),56,saturday sunday holiday difficult
0,Everybody had fun this evening. Miss you.,41,everybody fun evening miss
0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,got hella gas money want go grand nature adventure galileo little bit
0,"I'm in a meeting, call me later at",34,meeting call later
0,Oh wow thats gay. Will firmware update help,43,oh wow thats gay firmware update help
0,These won't do. Have to move on to morphine,43,move morphine
0,How come i din c ü... Yup i cut my hair...,42,come din yup cut hair
0,K k pa Had your lunch aha.,26,pa lunch aha
0,Oh ho. Is this the first time u use these type of words,55,oh ho first time use type words
0,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,captain vijaykanth comedy captain tv drunken
0,Of course. I guess god's just got me on hold right now.,55,course guess god got hold right
0,Do you hide anythiing or keeping distance from me,49,hide anythiing keeping distance
0,Havent.,7,havent
1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,143,ripped get mobile content www clubmoby com call poly true pix ringtones games six downloads
0,Sorry i din lock my keypad.,27,sorry din lock keypad
0,Did u got that persons story,28,got persons story
0,Are you planning to come chennai?,33,planning come chennai
1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,155,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call
0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,god created gap btwn ur fingers dat sum vry special fill gaps holding ur hands plz dont ask created much gap legs
0,We are okay. Going to sleep now. Later,38,okay going sleep later
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159,please protect threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,135,finally happened aftr decades beer cheaper petrol goverment expects us drink drive
1,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,156,xmas reward waiting computer randomly picked loyal mobile customers receive reward call
0,Where r e meeting tmr?,22,meeting tmr
0,Lol yes. But it will add some spice to your day.,48,lol yes add spice day
0,Hope you are having a great day.,32,hope great day
0,Our Prasanth ettans mother passed away last night. Just pray for her and family.,80,prasanth ettans mother passed away last night pray family
0,"K, I'll work something out",26,work something
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,136,private account statement shows un redeemed points call identifier code expires
0,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,106,message great doctor india drink appy fizz contains cancer causing age
0,I cant pick the phone right now. Pls send a message,51,cant pick phone right pls send message
0,You call him and tell now infront of them. Call him now.,56,call tell infront call
0,Ok no prob...,13,ok prob
0,Ladies first and genus second k .,33,ladies first genus second
0,No. Yes please. Been swimming?,30,yes please swimming
0,Mum not going robinson already.,31,mum going robinson already
0,Ok set let u noe e details later...,35,ok set let noe details later
0,Not..tel software name..,24,tel software name
0,I send the print  outs da.,26,send print outs da
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,49,im realy soz imat mums nite moro
0,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",159,born god said oh another idiot born god said oh competition knew one day two become freinds forever
0,"I didnt get ur full msg..sometext is missing, send it again",59,didnt get ur full msg sometext missing send
0,"Probably not, I'm almost out of gas and I get some cash tomorrow",64,probably almost gas get cash tomorrow
1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",152,customer service announcement recently tried make delivery unable please call schedule ref
0,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,107,forgot ask smth card da present lei want write smth sign
0,I'm leaving my house now.,25,leaving house
1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160,hi babe chloe smashed saturday night great weekend missing sp visionsms com text stop stop text
0,Ü ready then call me...,23,ready call
0,Wewa is 130. Iriver 255. All 128 mb.,36,wewa iriver mb
0,It is a good thing I'm now getting the connection to bw,55,good thing getting connection bw
0,Sry da..jst nw only i came to home..,36,sry da jst nw came home
0,"That's cool he'll be here all night, lemme know when you're around",66,cool night lem know around
0,Are you staying in town ?,25,staying town
0,"Haha yeah, 2 oz is kind of a shitload",37,haha yeah oz kind shitload
0,Ok u can take me shopping when u get paid =D,44,ok take shopping get paid
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,life means lot love life love people life world calls friends call world ge
0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,alright bring see like lt gt mins
0,But pls dont play in others life.,33,pls dont play others life
0,Eatin my lunch...,17,eatin lunch
0,Hmmm.but you should give it on one day..,40,hmmm give one day
0,"Didn't try, g and I decided not to head out",43,try decided head
0,Ok no prob,10,ok prob
0,Surly ill give it to you:-) while coming to review.,51,surly ill give coming review
0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",154,march ending ready call sure problem capital never complete far work ladies
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,113,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,147,pls give food preferably pap slowly loads sugar take hour give water slowly
1,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",154,urgent mobile awarded bonus caller prize nd attempt contact call box qu
0,A guy who gets used but is too dumb to realize it.,50,guy gets used dumb realize
0,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",62,okey dokey bit sorting stuff
0,Don no da:)whats you plan?,26,da whats plan
0,Yes fine ,9,yes fine
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",132,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win co uk
0,I liked the new mobile,22,liked new mobile
0,Anytime...,10,anytime
0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,124,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
0,Yar but they say got some error.,32,yar say got error
0,Hey anyway i have to :-),24,hey anyway
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,95,wow healthy old airport rd lor cant thk anything else bathing dog later
0,Wif my family booking tour package.,35,wif family booking tour package
0,"Did you say bold, then torch later. Or one torch and 2bold?",59,say bold torch later one torch bold
0,"Haha awesome, I might need to take you up on that, what you doin tonight?",73,haha awesome might need take doin tonight
0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),88,ya knw vl giv ok thanks kano anyway enjoy wit ur family wit st salary
0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,77,huh slow tot reach long ago liao days leh
0,Thats cool princess! I will cover your face in hot sticky cum :),64,thats cool princess cover face hot sticky cum
0,Big brother‘s really scraped the barrel with this shower of social misfits,74,big brother really scraped barrel shower social misfits
0,Oops i thk i dun haf enuff... I go check then tell ü..,54,oops thk dun haf enuff go check tell
0,S:)8 min to go for lunch:),26,min go lunch
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",112,hey happened switch ur cell whole day isnt good care give call tomorrow
0,"K will do, addie &amp; I are doing some art so I'll be here when you get home",77,addie amp art get home
0,My uncles in Atlanta. Wish you guys a great semester.,53,uncles atlanta wish guys great semester
0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",102,aiyo lesson early still sleepin haha okie go home liao den confirm lor
0,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,77,forgot tell smth like number sections clearer
0,"Yup. Anything lor, if u dun wan it's ok...",42,yup anything lor dun wan ok
0,"I'm home, my love ... If your still awake ... *loving kiss*",59,home love still awake loving kiss
0,HELLO PEACH! MY CAKE TASTS LUSH!,32,hello peach cake tasts lush
1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
0,"There'll be a minor shindig at my place later tonight, you interested?",70,minor shindig place later tonight interested
0,Jason says it's cool if we pick some up from his place in like an hour,70,jason says cool pick place like hour
1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",143,mobile mths update latest camera video phones free keep ur number get extra free mins texts text yes call
0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,124,career tel added contact indyarocks com send free sms remove phonebook sms lt gt
0,I've reached already.,21,reached already
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,77,dont know ask brother nothing problem thing told
0,K:)eng rocking in ashes:),25,eng rocking ashes
0,Wat time r ü going to xin's hostel?,35,wat time going xin hostel
0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,75,good morning dear shijutta great amp successful day
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,buy space invaders chance win orig arcade game console press games arcade std wap charge see co uk games terms settings purchase
0,Oh k:)after that placement there ah?,36,oh placement ah
0,"Not for possession, especially not first offense",48,possession especially first offense
0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175,nt driving even many reasons called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,237,bought test yesterday something lets know exact day ovulate get wks pls pls dont fret know worried pls relax also anything ur past history need tell
0,We have pizza if u want,23,pizza want
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",101,keep seeing weird shit bein woah realising actually reasonable oh
0,Many more happy returns of the day. I wish you happy birthday.,62,many happy returns day wish happy birthday
0,Ya very nice. . .be ready on thursday,37,ya nice ready thursday
0,I am in hospital da. . I will return home in evening,52,hospital da return home evening
0,Thinking of u ;) x,18,thinking
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,camera awarded sipix digital camera call fromm landline delivery within days
0,Orh i tot u say she now still dun believe.,42,orh tot say still dun believe
0,"When you just put in the + sign, choose my number and the pin will show. Right?",79,put sign choose number pin show right
0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,133,beauty life next second hides thousands secrets wish every second wonderful ur life gud
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,91,thanx darlin im cool thanx bday drinks nite morrow take care soon xxx
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",99,still maybe leave credit card get gas get back like told
1,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,160,weekly cool mob tones ready download weeks new tones include crazy frog axel akon lonely black eyed dont info
0,Well boy am I glad G wasted all night at applebees for nothing,62,well boy glad wasted night applebees nothing
1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,155,cashbin co uk get lots cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away
0,Ok lor... Or u wan me go look 4 u?,34,ok lor wan go look
0,U wan 2 haf lunch i'm in da canteen now.,40,wan haf lunch da canteen
0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,157,make life stressfull always find time laugh may add years life surely adds life ur years gud ni swt dreams
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",133,hey looks like wrong one kappa guys numbers still phone want text see around
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,143,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,138,thanks continued support question week enter draw cash name new us president txt ans
0,I'm home. Doc gave me pain meds says everything is fine.,56,home doc gave pain meds says everything fine
0,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),89,ard rest ard least price bedrm
0,Me too! Have a lovely night xxx,31,lovely night xxx
0,Prepare to be pleasured :),26,prepare pleasured
0,Hi.:)technical support.providing assistance to us customer through call and email:),83,hi technical support providing assistance us customer call email
0,if you text on your way to cup stop that should work. And that should be BUS,76,text way cup stop work bus
0,Whens your radio show?,22,whens radio show
1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,89,unique user id removal send stop customer services
0,I'm not sure if its still available though,42,sure still available though
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,120,watever relation built dis world thing remains atlast iz lonlines lotz lot memories feeling
0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,62,cheers lou yeah goodnite shame neva came ya gailxx
0,Hi..i got the money da:),24,hi got money da
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,hi mobile lt gt added contact list www fullonsms com great place send free sms people visit fullonsms com
0,Ok then u tell me wat time u coming later lor.,46,ok tell wat time coming later lor
0,U repeat e instructions again. Wat's e road name of ur house?,61,repeat instructions wat road name ur house
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",156,many people seems special first sight remain special till last sight maintain till life ends sh jas
0,Quite lor. But dun tell him wait he get complacent...,53,quite lor dun tell wait get complacent
0,Sorry completely forgot * will pop em round this week if your still here?,73,sorry completely forgot pop em round week still
0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87,beautiful girl ive ever seen baby come common room
0,O we cant see if we can join denis and mina? Or does denis want alone time,74,cant see join denis mina denis want alone time
0,Sen told that he is going to join his uncle finance in cbe,58,sen told going join uncle finance cbe
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,80,yup hey one day fri ask miwa jiayin take leave go karaoke
0,"Call me, i am senthil from hsbc.",32,call senthil hsbc
